Date,StartHour,EndHour,Friday,HolidayEffect,TotalPassengers,RequiredBuses,MaxPassengers,MinPassengers,AvgPassengers
1/9/2024,2,6,FALSE,FALSE,920.0233587,16,68.28,8.28,39.23
1/10/2024,6,10,FALSE,FALSE,3412.238533,57,93.89,19.92,47.64
1/10/2024,10,14,FALSE,FALSE,1706.119266,29,68.6,10.78,27.35
1/10/2024,14,18,FALSE,FALSE,1631.391631,28,84.04,10.05,37.45
1/10/2024,18,22,FALSE,FALSE,583.2637538,10,66.87,10.7,41.22
1/10/2024,22,2,FALSE,FALSE,0,0,0,0,0
1/10/2024,2,6,FALSE,FALSE,920.0233587,16,61.61,7.47,35.4
1/11/2024,6,10,FALSE,FALSE,3412.238533,57,105.21,22.32,53.38
1/11/2024,10,14,FALSE,FALSE,1706.119266,29,67.3,10.58,26.83
1/11/2024,14,18,FALSE,FALSE,1631.391631,28,86.08,10.29,38.36
1/11/2024,18,22,FALSE,FALSE,583.2637538,10,75.83,12.13,46.74
1/11/2024,22,2,FALSE,FALSE,0,0,0,0,0
1/11/2024,2,6,FALSE,FALSE,920.0233587,16,58.12,7.05,33.39
1/12/2024,6,10,TRUE,FALSE,3753.462386,63,93.27,19.78,47.32
1/12/2024,10,14,TRUE,FALSE,1876.731193,32,62.38,9.8,24.87
1/12/2024,14,18,TRUE,FALSE,1794.530794,30,93.39,11.17,41.62
1/12/2024,18,22,TRUE,FALSE,641.5901291,11,79.92,12.79,49.27
1/12/2024,22,2,TRUE,FALSE,0,0,0,0,0
1/12/2024,2,6,TRUE,FALSE,1012.025695,17,68.41,8.29,39.3
1/13/2024,6,10,FALSE,TRUE,4265.298166,72,88.89,18.86,45.1
1/13/2024,10,14,FALSE,TRUE,2132.649083,36,61.16,9.61,24.38
1/13/2024,14,18,FALSE,TRUE,2039.239538,34,88.81,10.62,39.58
1/13/2024,18,22,FALSE,TRUE,729.0796922,13,65.72,10.51,40.51
1/13/2024,22,2,FALSE,TRUE,0,0,0,0,0
1/13/2024,2,6,FALSE,TRUE,1150.029198,20,59.82,7.25,34.37
1/14/2024,6,10,FALSE,TRUE,4265.298166,72,92.74,19.67,47.05
1/14/2024,10,14,FALSE,TRUE,2132.649083,36,71.08,11.17,28.34
1/14/2024,14,18,FALSE,TRUE,2039.239538,34,97.1,11.61,43.27
1/14/2024,18,22,FALSE,TRUE,729.0796922,13,79.68,12.75,49.12
1/14/2024,22,2,FALSE,TRUE,0,0,0,0,0
1/14/2024,2,6,FALSE,TRUE,1150.029198,20,68.67,8.32,39.45
1/15/2024,6,10,FALSE,TRUE,4265.298166,72,90.13,19.12,45.73
1/15/2024,10,14,FALSE,TRUE,2132.649083,36,72.04,11.32,28.72
1/15/2024,14,18,FALSE,TRUE,2039.239538,34,90.81,10.86,40.47
1/15/2024,18,22,FALSE,TRUE,729.0796922,13,68.64,10.98,42.31
1/15/2024,22,2,FALSE,TRUE,0,0,0,0,0
1/15/2024,2,6,FALSE,TRUE,1150.029198,20,58.61,7.1,33.68
1/16/2024,6,10,FALSE,TRUE,4265.298166,72,94.87,20.12,48.13
1/16/2024,10,14,FALSE,TRUE,2132.649083,36,69.41,10.91,27.67
1/16/2024,14,18,FALSE,TRUE,2039.239538,34,81.03,9.69,36.11
1/16/2024,18,22,FALSE,TRUE,729.0796922,13,78.75,12.6,48.54
1/16/2024,22,2,FALSE,TRUE,0,0,0,0,0
1/16/2024,2,6,FALSE,TRUE,1150.029198,20,65.38,7.92,37.56
1/17/2024,6,10,FALSE,TRUE,4265.298166,72,103.35,21.92,52.44
1/17/2024,10,14,FALSE,TRUE,2132.649083,36,69.24,10.88,27.6
1/17/2024,14,18,FALSE,TRUE,2039.239538,34,97.91,11.71,43.63
1/17/2024,18,22,FALSE,TRUE,729.0796922,13,78.32,12.53,48.28
1/17/2024,22,2,FALSE,TRUE,0,0,0,0,0
1/17/2024,2,6,FALSE,TRUE,1150.029198,20,65.87,7.98,37.85
1/18/2024,6,10,FALSE,TRUE,4265.298166,72,87.87,18.64,44.58
1/18/2024,10,14,FALSE,TRUE,2132.649083,36,68.22,10.72,27.19
1/18/2024,14,18,FALSE,TRUE,2039.239538,34,90.22,10.79,40.21
1/18/2024,18,22,FALSE,TRUE,729.0796922,13,70.12,11.22,43.22
1/18/2024,22,2,FALSE,TRUE,0,0,0,0,0
1/18/2024,2,6,FALSE,TRUE,1150.029198,20,68.28,8.28,39.23
1/19/2024,6,10,TRUE,TRUE,4691.827983,79,86.98,18.45,44.13
1/19/2024,10,14,TRUE,TRUE,2345.913991,40,72.41,11.38,28.86
1/19/2024,14,18,TRUE,TRUE,2243.163492,38,95.96,11.47,42.76
1/19/2024,18,22,TRUE,TRUE,801.9876614,14,68.02,10.88,41.93
1/19/2024,22,2,TRUE,TRUE,0,0,0,0,0
1/19/2024,2,6,TRUE,TRUE,1265.032118,22,60.23,7.3,34.6
1/20/2024,6,10,FALSE,FALSE,3412.238533,57,94.03,19.95,47.71
1/20/2024,10,14,FALSE,FALSE,1706.119266,29,74.13,11.65,29.55
1/20/2024,14,18,FALSE,FALSE,1631.391631,28,97.49,11.66,43.45
1/20/2024,18,22,FALSE,FALSE,583.2637538,10,77.73,12.44,47.91
1/20/2024,22,2,FALSE,FALSE,0,0,0,0,0
1/20/2024,2,6,FALSE,FALSE,920.0233587,16,70.42,8.54,40.46
1/21/2024,6,10,FALSE,FALSE,3412.238533,57,94.78,20.11,48.09
1/21/2024,10,14,FALSE,FALSE,1706.119266,29,74.7,11.74,29.78
1/21/2024,14,18,FALSE,FALSE,1631.391631,28,91.54,10.95,40.8
1/21/2024,18,22,FALSE,FALSE,583.2637538,10,69.67,11.15,42.95
1/21/2024,22,2,FALSE,FALSE,0,0,0,0,0
1/21/2024,2,6,FALSE,FALSE,920.0233587,16,66.88,8.11,38.43
1/22/2024,6,10,FALSE,FALSE,3412.238533,57,89.32,18.95,45.32
1/22/2024,10,14,FALSE,FALSE,1706.119266,29,64.4,10.12,25.67
1/22/2024,14,18,FALSE,FALSE,1631.391631,28,92.19,11.02,41.08
1/22/2024,18,22,FALSE,FALSE,583.2637538,10,78.62,12.58,48.46
1/22/2024,22,2,FALSE,FALSE,0,0,0,0,0
1/22/2024,2,6,FALSE,FALSE,920.0233587,16,69,8.36,39.65
1/23/2024,6,10,FALSE,TRUE,4265.298166,72,91.81,19.47,46.58
1/23/2024,10,14,FALSE,TRUE,2132.649083,36,64.16,10.08,25.58
1/23/2024,14,18,FALSE,TRUE,2039.239538,34,92.03,11,41.02
1/23/2024,18,22,FALSE,TRUE,729.0796922,13,66.35,10.62,40.9
1/23/2024,22,2,FALSE,TRUE,0,0,0,0,0
1/23/2024,2,6,FALSE,TRUE,1150.029198,20,67.93,8.23,39.03
1/24/2024,6,10,FALSE,TRUE,4265.298166,72,103.93,22.05,52.73
1/24/2024,10,14,FALSE,TRUE,2132.649083,36,72.65,11.42,28.96
1/24/2024,14,18,FALSE,TRUE,2039.239538,34,83.5,9.98,37.21
1/24/2024,18,22,FALSE,TRUE,729.0796922,13,70.51,11.28,43.46
1/24/2024,22,2,FALSE,TRUE,0,0,0,0,0
1/24/2024,2,6,FALSE,TRUE,1150.029198,20,63.05,7.64,36.22
1/25/2024,6,10,FALSE,TRUE,4265.298166,72,102.86,21.82,52.19
1/25/2024,10,14,FALSE,TRUE,2132.649083,36,64.71,10.17,25.79
1/25/2024,14,18,FALSE,TRUE,2039.239538,34,82.35,9.85,36.7
1/25/2024,18,22,FALSE,TRUE,729.0796922,13,70.75,11.32,43.61
1/25/2024,22,2,FALSE,TRUE,0,0,0,0,0
1/25/2024,2,6,FALSE,TRUE,1150.029198,20,66.59,8.07,38.26
1/26/2024,6,10,TRUE,TRUE,4691.827983,79,96.67,20.51,49.04
1/26/2024,10,14,TRUE,TRUE,2345.913991,40,68.11,10.7,27.15
1/26/2024,14,18,TRUE,TRUE,2243.163492,38,81.78,9.78,36.44
1/26/2024,18,22,TRUE,TRUE,801.9876614,14,67.52,10.8,41.62
1/26/2024,22,2,TRUE,TRUE,0,0,0,0,0
1/26/2024,2,6,TRUE,TRUE,1265.032118,22,59.09,7.16,33.95
1/27/2024,6,10,FALSE,TRUE,4265.298166,72,90.7,19.24,46.02
1/27/2024,10,14,FALSE,TRUE,2132.649083,36,74.64,11.73,29.75
1/27/2024,14,18,FALSE,TRUE,2039.239538,34,92.78,11.09,41.35
1/27/2024,18,22,FALSE,TRUE,729.0796922,13,72.19,11.55,44.5
1/27/2024,22,2,FALSE,TRUE,0,0,0,0,0
1/27/2024,2,6,FALSE,TRUE,1150.029198,20,59.98,7.27,34.46
1/28/2024,6,10,FALSE,TRUE,4265.298166,72,89.08,18.9,45.2
1/28/2024,10,14,FALSE,TRUE,2132.649083,36,62.47,9.82,24.9
1/28/2024,14,18,FALSE,TRUE,2039.239538,34,96.16,11.5,42.85
1/28/2024,18,22,FALSE,TRUE,729.0796922,13,75.89,12.14,46.78
1/28/2024,22,2,FALSE,TRUE,0,0,0,0,0
1/28/2024,2,6,FALSE,TRUE,1150.029198,20,67.88,8.23,39
1/29/2024,6,10,FALSE,FALSE,3412.238533,57,92.41,19.6,46.89
1/29/2024,10,14,FALSE,FALSE,1706.119266,29,64.8,10.18,25.83
1/29/2024,14,18,FALSE,FALSE,1631.391631,28,81.15,9.7,36.16
1/29/2024,18,22,FALSE,FALSE,583.2637538,10,66.95,10.71,41.27
1/29/2024,22,2,FALSE,FALSE,0,0,0,0,0
1/29/2024,2,6,FALSE,FALSE,920.0233587,16,69.93,8.48,40.18
1/30/2024,6,10,FALSE,FALSE,3412.238533,57,90.48,19.19,45.91
1/30/2024,10,14,FALSE,FALSE,1706.119266,29,63.63,10,25.36
1/30/2024,14,18,FALSE,FALSE,1631.391631,28,86.14,10.3,38.39
1/30/2024,18,22,FALSE,FALSE,583.2637538,10,79.52,12.72,49.02
1/30/2024,22,2,FALSE,FALSE,0,0,0,0,0
1/30/2024,2,6,FALSE,FALSE,920.0233587,16,65.73,7.97,37.77
1/31/2024,6,10,FALSE,FALSE,3412.238533,57,92.04,19.52,46.7
1/31/2024,10,14,FALSE,FALSE,1706.119266,29,68.04,10.69,27.12
1/31/2024,14,18,FALSE,FALSE,1631.391631,28,88.59,10.59,39.48
1/31/2024,18,22,FALSE,FALSE,583.2637538,10,73.37,11.74,45.23
1/31/2024,22,2,FALSE,FALSE,0,0,0,0,0
1/31/2024,2,6,FALSE,FALSE,920.0233587,16,57.83,7.01,33.23
2/1/2024,6,10,FALSE,FALSE,3412.238533,57,94.12,19.96,47.75
2/1/2024,10,14,FALSE,FALSE,1706.119266,29,65.96,10.36,26.29
2/1/2024,14,18,FALSE,FALSE,1631.391631,28,88.93,10.63,39.63
2/1/2024,18,22,FALSE,FALSE,583.2637538,10,79.24,12.68,48.84
2/1/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/1/2024,2,6,FALSE,FALSE,920.0233587,16,65.6,7.95,37.69
2/2/2024,6,10,TRUE,FALSE,3753.462386,63,101.3,21.49,51.4
2/2/2024,10,14,TRUE,FALSE,1876.731193,32,72.08,11.33,28.73
2/2/2024,14,18,TRUE,FALSE,1794.530794,30,86.36,10.33,38.49
2/2/2024,18,22,TRUE,FALSE,641.5901291,11,72.09,11.53,44.44
2/2/2024,22,2,TRUE,FALSE,0,0,0,0,0
2/2/2024,2,6,TRUE,FALSE,1012.025695,17,59.81,7.25,34.36
2/3/2024,6,10,FALSE,FALSE,3412.238533,57,91.37,19.38,46.35
2/3/2024,10,14,FALSE,FALSE,1706.119266,29,72.42,11.38,28.87
2/3/2024,14,18,FALSE,FALSE,1631.391631,28,94.47,11.29,42.1
2/3/2024,18,22,FALSE,FALSE,583.2637538,10,76.33,12.21,47.05
2/3/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/3/2024,2,6,FALSE,FALSE,920.0233587,16,59.3,7.19,34.07
2/4/2024,6,10,FALSE,FALSE,3412.238533,57,101.45,21.52,51.47
2/4/2024,10,14,FALSE,FALSE,1706.119266,29,73.2,11.5,29.18
2/4/2024,14,18,FALSE,FALSE,1631.391631,28,96.68,11.56,43.08
2/4/2024,18,22,FALSE,FALSE,583.2637538,10,75.33,12.05,46.43
2/4/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/4/2024,2,6,FALSE,FALSE,920.0233587,16,66.18,8.02,38.02
2/5/2024,6,10,FALSE,FALSE,3412.238533,57,96.89,20.55,49.16
2/5/2024,10,14,FALSE,FALSE,1706.119266,29,74.25,11.67,29.6
2/5/2024,14,18,FALSE,FALSE,1631.391631,28,83.38,9.97,37.16
2/5/2024,18,22,FALSE,FALSE,583.2637538,10,74.45,11.91,45.89
2/5/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/5/2024,2,6,FALSE,FALSE,920.0233587,16,64.97,7.87,37.33
2/6/2024,6,10,FALSE,FALSE,3412.238533,57,97.89,20.77,49.67
2/6/2024,10,14,FALSE,FALSE,1706.119266,29,65.77,10.33,26.22
2/6/2024,14,18,FALSE,FALSE,1631.391631,28,90.75,10.85,40.44
2/6/2024,18,22,FALSE,FALSE,583.2637538,10,66.88,10.7,41.23
2/6/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/6/2024,2,6,FALSE,FALSE,920.0233587,16,61.11,7.41,35.11
2/7/2024,6,10,FALSE,FALSE,3412.238533,57,102.09,21.66,51.8
2/7/2024,10,14,FALSE,FALSE,1706.119266,29,61.87,9.72,24.66
2/7/2024,14,18,FALSE,FALSE,1631.391631,28,86.52,10.35,38.56
2/7/2024,18,22,FALSE,FALSE,583.2637538,10,73.61,11.78,45.37
2/7/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/7/2024,2,6,FALSE,FALSE,920.0233587,16,59.15,7.17,33.99
2/8/2024,6,10,FALSE,FALSE,3412.238533,57,94.52,20.05,47.96
2/8/2024,10,14,FALSE,FALSE,1706.119266,29,72.16,11.34,28.77
2/8/2024,14,18,FALSE,FALSE,1631.391631,28,88.21,10.55,39.31
2/8/2024,18,22,FALSE,FALSE,583.2637538,10,71.36,11.42,43.99
2/8/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/8/2024,2,6,FALSE,FALSE,920.0233587,16,65.71,7.96,37.75
2/9/2024,6,10,TRUE,FALSE,3753.462386,63,103.91,22.04,52.72
2/9/2024,10,14,TRUE,FALSE,1876.731193,32,64.25,10.1,25.61
2/9/2024,14,18,TRUE,FALSE,1794.530794,30,85.29,10.2,38.01
2/9/2024,18,22,TRUE,FALSE,641.5901291,11,71.57,11.45,44.12
2/9/2024,22,2,TRUE,FALSE,0,0,0,0,0
2/9/2024,2,6,TRUE,FALSE,1012.025695,17,67.92,8.23,39.02
2/10/2024,6,10,FALSE,FALSE,3412.238533,57,104.07,22.08,52.8
2/10/2024,10,14,FALSE,FALSE,1706.119266,29,65.27,10.26,26.02
2/10/2024,14,18,FALSE,FALSE,1631.391631,28,80.9,9.67,36.05
2/10/2024,18,22,FALSE,FALSE,583.2637538,10,77.56,12.41,47.81
2/10/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/10/2024,2,6,FALSE,FALSE,920.0233587,16,67.48,8.18,38.77
2/11/2024,6,10,FALSE,FALSE,3412.238533,57,99.41,21.09,50.44
2/11/2024,10,14,FALSE,FALSE,1706.119266,29,68.98,10.84,27.5
2/11/2024,14,18,FALSE,FALSE,1631.391631,28,91.83,10.98,40.92
2/11/2024,18,22,FALSE,FALSE,583.2637538,10,71.14,11.38,43.85
2/11/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/11/2024,2,6,FALSE,FALSE,920.0233587,16,65.22,7.91,37.47
2/12/2024,6,10,FALSE,FALSE,3412.238533,57,92.52,19.63,46.94
2/12/2024,10,14,FALSE,FALSE,1706.119266,29,71.56,11.24,28.53
2/12/2024,14,18,FALSE,FALSE,1631.391631,28,92.39,11.05,41.17
2/12/2024,18,22,FALSE,FALSE,583.2637538,10,77.85,12.46,47.99
2/12/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/12/2024,2,6,FALSE,FALSE,920.0233587,16,67.64,8.2,38.86
2/13/2024,6,10,FALSE,FALSE,3412.238533,57,89.61,19.01,45.46
2/13/2024,10,14,FALSE,FALSE,1706.119266,29,68.24,10.72,27.2
2/13/2024,14,18,FALSE,FALSE,1631.391631,28,87.03,10.41,38.79
2/13/2024,18,22,FALSE,FALSE,583.2637538,10,76.77,12.28,47.32
2/13/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/13/2024,2,6,FALSE,FALSE,920.0233587,16,58.21,7.06,33.45
2/14/2024,6,10,FALSE,FALSE,3412.238533,57,98.67,20.93,50.06
2/14/2024,10,14,FALSE,FALSE,1706.119266,29,64.53,10.14,25.72
2/14/2024,14,18,FALSE,FALSE,1631.391631,28,89.45,10.69,39.86
2/14/2024,18,22,FALSE,FALSE,583.2637538,10,76.94,12.31,47.42
2/14/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/14/2024,2,6,FALSE,FALSE,920.0233587,16,65.45,7.93,37.6
2/15/2024,6,10,FALSE,FALSE,3412.238533,57,88.66,18.81,44.98
2/15/2024,10,14,FALSE,FALSE,1706.119266,29,64.31,10.11,25.64
2/15/2024,14,18,FALSE,FALSE,1631.391631,28,92.18,11.02,41.08
2/15/2024,18,22,FALSE,FALSE,583.2637538,10,75.64,12.1,46.63
2/15/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/15/2024,2,6,FALSE,FALSE,920.0233587,16,65.13,7.89,37.42
2/16/2024,6,10,TRUE,FALSE,3753.462386,63,93.91,19.92,47.65
2/16/2024,10,14,TRUE,FALSE,1876.731193,32,61.94,9.73,24.69
2/16/2024,14,18,TRUE,FALSE,1794.530794,30,82.24,9.83,36.65
2/16/2024,18,22,TRUE,FALSE,641.5901291,11,76.29,12.21,47.03
2/16/2024,22,2,TRUE,FALSE,0,0,0,0,0
2/16/2024,2,6,TRUE,FALSE,1012.025695,17,58.15,7.05,33.41
2/17/2024,6,10,FALSE,FALSE,3412.238533,57,104.25,22.11,52.89
2/17/2024,10,14,FALSE,FALSE,1706.119266,29,74.65,11.73,29.76
2/17/2024,14,18,FALSE,FALSE,1631.391631,28,82.74,9.89,36.88
2/17/2024,18,22,FALSE,FALSE,583.2637538,10,77.1,12.34,47.52
2/17/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/17/2024,2,6,FALSE,FALSE,920.0233587,16,67.28,8.16,38.66
2/18/2024,6,10,FALSE,FALSE,3412.238533,57,91.59,19.43,46.47
2/18/2024,10,14,FALSE,FALSE,1706.119266,29,70.62,11.1,28.15
2/18/2024,14,18,FALSE,FALSE,1631.391631,28,84.21,10.07,37.53
2/18/2024,18,22,FALSE,FALSE,583.2637538,10,70.48,11.28,43.45
2/18/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/18/2024,2,6,FALSE,FALSE,920.0233587,16,63.3,7.67,36.37
2/19/2024,6,10,FALSE,FALSE,3412.238533,57,87.22,18.5,44.25
2/19/2024,10,14,FALSE,FALSE,1706.119266,29,73.58,11.56,29.33
2/19/2024,14,18,FALSE,FALSE,1631.391631,28,91.75,10.97,40.89
2/19/2024,18,22,FALSE,FALSE,583.2637538,10,70.85,11.34,43.68
2/19/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/19/2024,2,6,FALSE,FALSE,920.0233587,16,68.8,8.34,39.53
2/20/2024,6,10,FALSE,FALSE,3412.238533,57,95.82,20.33,48.62
2/20/2024,10,14,FALSE,FALSE,1706.119266,29,63.65,10,25.37
2/20/2024,14,18,FALSE,FALSE,1631.391631,28,81.79,9.78,36.45
2/20/2024,18,22,FALSE,FALSE,583.2637538,10,71.11,11.38,43.83
2/20/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/20/2024,2,6,FALSE,FALSE,920.0233587,16,58.48,7.09,33.6
2/21/2024,6,10,FALSE,FALSE,3412.238533,57,96.47,20.46,48.94
2/21/2024,10,14,FALSE,FALSE,1706.119266,29,72.75,11.43,29
2/21/2024,14,18,FALSE,FALSE,1631.391631,28,83.19,9.95,37.08
2/21/2024,18,22,FALSE,FALSE,583.2637538,10,71.59,11.45,44.13
2/21/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/21/2024,2,6,FALSE,FALSE,920.0233587,16,61.26,7.42,35.19
2/22/2024,6,10,FALSE,FALSE,3412.238533,57,96.59,20.49,49.01
2/22/2024,10,14,FALSE,FALSE,1706.119266,29,62.28,9.79,24.83
2/22/2024,14,18,FALSE,FALSE,1631.391631,28,86.89,10.39,38.72
2/22/2024,18,22,FALSE,FALSE,583.2637538,10,67.67,10.83,41.71
2/22/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/22/2024,2,6,FALSE,FALSE,920.0233587,16,58.83,7.13,33.8
2/23/2024,6,10,TRUE,FALSE,3753.462386,63,91.72,19.46,46.53
2/23/2024,10,14,TRUE,FALSE,1876.731193,32,67.73,10.64,27
2/23/2024,14,18,TRUE,FALSE,1794.530794,30,80.88,9.67,36.04
2/23/2024,18,22,TRUE,FALSE,641.5901291,11,70.58,11.29,43.51
2/23/2024,22,2,TRUE,FALSE,0,0,0,0,0
2/23/2024,2,6,TRUE,FALSE,1012.025695,17,63.55,7.7,36.51
2/24/2024,6,10,FALSE,FALSE,3412.238533,57,92.6,19.64,46.98
2/24/2024,10,14,FALSE,FALSE,1706.119266,29,70.31,11.05,28.03
2/24/2024,14,18,FALSE,FALSE,1631.391631,28,81.61,9.76,36.37
2/24/2024,18,22,FALSE,FALSE,583.2637538,10,79.66,12.74,49.1
2/24/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/24/2024,2,6,FALSE,FALSE,920.0233587,16,68.21,8.27,39.19
2/25/2024,6,10,FALSE,FALSE,3412.238533,57,87.78,18.62,44.54
2/25/2024,10,14,FALSE,FALSE,1706.119266,29,61.92,9.73,24.68
2/25/2024,14,18,FALSE,FALSE,1631.391631,28,92.72,11.09,41.32
2/25/2024,18,22,FALSE,FALSE,583.2637538,10,67.83,10.85,41.81
2/25/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/25/2024,2,6,FALSE,FALSE,920.0233587,16,62.36,7.56,35.83
2/26/2024,6,10,FALSE,FALSE,3412.238533,57,102.89,21.83,52.2
2/26/2024,10,14,FALSE,FALSE,1706.119266,29,66.83,10.5,26.64
2/26/2024,14,18,FALSE,FALSE,1631.391631,28,94.31,11.28,42.03
2/26/2024,18,22,FALSE,FALSE,583.2637538,10,75.58,12.09,46.59
2/26/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/26/2024,2,6,FALSE,FALSE,920.0233587,16,62.95,7.63,36.17
2/27/2024,6,10,FALSE,FALSE,3412.238533,57,87.29,18.52,44.29
2/27/2024,10,14,FALSE,FALSE,1706.119266,29,66.52,10.45,26.52
2/27/2024,14,18,FALSE,FALSE,1631.391631,28,94.14,11.26,41.95
2/27/2024,18,22,FALSE,FALSE,583.2637538,10,78.53,12.57,48.41
2/27/2024,22,2,FALSE,FALSE,0,0,0,0,0
2/27/2024,2,6,FALSE,FALSE,920.0233587,16,59.78,7.25,34.35
2/28/2024,6,10,FALSE,FALSE,3412.238533,57,102.42,21.73,51.96
2/28/2024,10,14,FALSE,FALSE,1706.119266,29,68.94,10.83,27.48
2/28/2024,14,18,FALSE,FALSE,1631.391631,28,82.52,9.87,36.77
2/28/2024,18,22,FALSE,FALSE,583.2637538,10,72.6,11.62,44.75
2/28/2024,22,2,FALSE,FALSE,0,0,0,0,0
